Word	Occurrences	Reference
libotiave           	1	JHN 11:57
lida                	7
Lida                	2
Lidia               	1	ACT 16:14
Lidiau              	1	ACT 16:40
lige                	1	ROM 6:12
ligioni             	1	MRK 5:9
liguhai             	1	HEB 9:13
Likaonia            	1	ACT 14:6
lili                	4
lilikaiti           	1	MAT 18:15
lilikata            	31
lilikate            	7
lilikatisi          	1	ACT 25:9
lilikative          	1	LUK 12:58
lilikave            	2
lilu                	1	2CO 3:8
lini                	2
Linus               	1	2TI 4:21
Lisaniasi           	1	LUK 3:1
lisi                	1	REV 17:11
Lisia               	1	ACT 27:5
Lisiasi             	1	ACT 23:26
Lisiasiu            	2
Lisitala            	1	2TI 3:11
Lisitula            	3
Lisitulae           	1	ACT 14:8
Lisitulata          	1	ACT 14:7
litasi              	1	JHN 19:39
litelu              	1	2TI 2:10
Livai               	14
livai               	3
livaia              	1	HEB 7:6
Livaia              	1	HEB 7:8
livaile             	1	HEB 7:5
Livaiu              	2
live                	2
livelu              	11
livu                	14
livualu             	1	MAT 27:48
livuvali            	1	JAS 4:14
lkoveai             	1	1CO 6:15
llo                 	1	GAL 1:8
lmunanau            	1	ACT 8:16
lo                  	655
Lo                  	108
LO                  	1	REV 2:9
loa                 	2
loaaleu             	1	REV 17:1
loai                	9
loale               	205
Loale               	1	ACT 4:6
loalea              	29
Loalea              	1	ACT 25:14
loaleala            	1	LUK 1:59
loaleba             	1	2PE 2:19
loaleke             	2
loalela             	2
loalelu             	5
loaleluga           	1	ACT 27:21
loaleu              	97
Loaleu              	1	ACT 22:17
loalu               	6
loame               	7
loameale            	11
loamege             	15
loamei              	8
loamelu             	5
loameva             	2
loamevale           	1	ACT 9:39
loameve             	2
loaveve             	1	2TH 3:6
loba                	2
lobe                	2
lobeu               	1	MAT 24:28
Loda                	1	ACT 12:15
Lodau               	1	ACT 12:13
Lodesi              	1	ACT 21:1
lodinia             	1	MRK 4:4
loe                 	7
loea                	143
Loea                	15
LOEA                	2
loeabe              	3
Loeahau             	1	REV 3:17
loeala              	1	1CO 1:1
loeale              	33
Loeale              	3
loeavalu            	1	JHN 19:16
loegei              	1	1CO 12:2
loela               	2
loele               	31
loelela             	1	ACT 4:32
loemei              	2
loeo                	1	LUK 16:26
loeoloige           	1	REV 2:24
loeu                	7
loeve               	1	MAT 27:33
Loeveale            	1	LUK 20:2
loeveale            	2
Loevealea           	6
loevealea           	14
loevealelu          	1	1CO 11:21
loevege             	4
loevei              	14
Loevei              	2
loevelea            	1	ACT 21:3
loevelive           	1	JHN 3:17
loevelivelu         	3
Loevelivelu         	1	REV 3:18
loevelively         	1	ACT 16:15
loevelu             	139
loevesege           	2
loevige             	3
loevisege           	1	MRK 9:9
loeviva             	6
loge                	2
logibugibuai        	1	ACT 27:20
logo                	1	2PE 1:18
logoto              	1	MRK 10:16
lohaiveva           	1	JHN 9:34
lohavahavai         	1	JUD 1:13
lohia               	2
loho                	3
lohoale             	1	LUK 3:5
lohoe               	1	LUK 12:55
lohoeaseavei        	1	2JN 1:3
lohoege             	1	REV 7:17
lohoi               	1	MAT 23:25
lohole              	1	MAT 6:28
loholiliai          	2
lohomeale           	2
lohomegai           	1	MAT 23:15
lohomege            	6
lohomegeale         	2
lohomegei           	67
lohomegeiaboili     	1	MAT 12:45
lohomegeive         	1	MAT 19:9
lohomegelive        	2
lohomegelivelu      	4
lohomegeluaga       	1	1TI 4:3
lohomegevale        	1	HEB 13:4
lohomegeve          	2
lohomei             	15
lohomeluaga         	1	1TI 5:11
lohomeva            	1	LUK 20:34
loi                 	1416
LOi                 	1	MAT 6:12
Loi                 	45
loia                	9
Loia                	1	REV 5:12
loiabe              	1	MRK 14:53
loiavoe             	1	MAT 25:12
loibelai            	1	MAT 18:1
loie                	56
loiesavalu          	1	1JN 2:22
loiesoliale         	3
loiesolige          	3
loiesolilu          	6
loiesolisege        	5
loiesolisito        	1	ROM 2:5
loiesoliva          	2
loieto              	1	LUK 21:28
loieve              	1	MAT 24:14
loiga               	1	2PE 1:10
loigau              	2
loige               	370
Loige               	5
loigei              	6
loigeto             	6
loii                	3
Loii                	1	2PE 1:17
loiko               	1	MAT 23:3
loila               	1	JHN 12:14
loili               	21
loilogo             	6
loisege             	44
loisi               	3
Loisi               	1	2TI 1:5
loiso               	1	1CO 16:22
loitai              	1	MRK 13:15
loitialeu           	1	MRK 1:4
loito               	9
loiui               	1	MAT 25:44
loiva               	60
loivaga             	6
loivai              	2
loivala             	1	MAT 2:1
loivale             	48
loivaleke           	1	LUK 19:42
loivalela           	8
loivalelu           	1	JAS 5:1
loivaleu            	2
loivalu             	1	JHN 1:45
loivao              	1	PHP 1:27
loivavale           	1	JHN 10:22
loive               	6
loivegei            	1	MAT 6:7
loivelu             	1	MAT 24:48
loiveu              	1	2PE 3:12
loiveve             	79
loiveveke           	1	1JN 3:3
loivevela           	1	MRK 2:14
loivevete           	1	ROM 15:4
loiveveteu          	1	1CO 13:2
loiveveu            	7
loivi               	1	2TI 2:14
lokalu              	1	REV 20:3
loke                	3
loko                	2
lokoava             	1	2PE 2:13
lola                	18
LOLA                	2
Lolabelalagelu      	1	2TH 1:4
lolae               	1	GAL 1:23
lolaea              	8
lolaeabe            	1	TIT 3:3
lolai               	87
lolaigau            	3
lolao               	1	1TH 5:3
lolau               	1	MRK 1:24
lole                	86
Lole                	5
lolea               	1	GAL 3:12
loleba              	1	2PE 2:19
lolevadeuai         	1	MAT 8:29
loliai              	1	MAT 3:4
lolige              	2
lolive              	5
lolivel             	1	HEB 10:5
lolivelu            	72
LOLIVELU            	1	REV 2:10
Lolivelu            	1	REV 19:18
lolively            	1	LUK 17:30
loliveu             	1	LUK 21:30
lolo                	6
loloai              	1	2TI 2:5
lolohamai           	1	MAT 11:16
lolou               	1	MAT 27:33
Lolou               	1	2TI 2:5
lolu                	403
loluaga             	40
lolube              	1	2TH 2:8
lolui               	1	ACT 10:13
loluva              	1	MRK 7:23
Loma                	1	ACT 2:10
Lomani              	3
Lomania             	3
Lomaniu             	1	ACT 11:30
Lome                	1	ACT 23:11
Lomea               	2
Lomeni              	21
Lomenia             	25
Lomeniale           	1	JHN 11:48
Lomenie             	2
Lomeo               	3
lomiga              	13
lomigalai           	1	ACT 5:2
Lomu                	3
lonia               	1	ACT 7:43
loo                 	125
Loo                 	7
lookaveliveluga     	1	MAT 8:29
loola               	1	MAT 22:38
loou                	3
loove               	1	GAL 6:1
los                 	1	REV 1:10
losege              	2
loseleavei          	1	2CO 12:16
loso                	1	MAT 14:29
lota                	23
LOTA                	1	LUK 17:28
lotaga              	1	LUK 11:45
lotai               	3
lotalai             	1	COL 4:3
lotale              	1	JHN 21:3
LOTAu               	1	LUK 17:29
lote                	11
loteve              	3
loti                	1	MAT 8:28
lotiai              	1	LUK 21:26
lotiale             	9
lotialea            	1	ACT 27:5
lotie               	2
lotige              	8
lotilu              	15
lotisege            	1	MAT 9:25
lotivale            	2
lou                 	81
Lou                 	2
lou'                	1	JHN 19:7
loua                	2
louai               	5
louake              	1	2TI 2:2
louale              	406
loualeke            	2
Loualeke            	1	2PE 1:10
loualela            	4
loualelu            	8
loualeu             	1	JHN 5:36
loualu              	1	JHN 9:24
louavoe             	3
loue                	41
louegei             	1	ACT 20:30
louesolilu          	1	MRK 14:61
louesoliteto        	1	ACT 26:32
louesoliva          	1	ROM 3:8
louevegelive        	5
louevei             	1	MRK 14:26
loueveive           	1	JHN 12:16
louevelu            	1	REV 14:3
loueviva            	3
louevivale          	1	MAT 16:20
loug                	3
lougabo             	1	MAT 26:16
lougau              	4
louge               	550
LOUGE               	1	REV 2:10
Louge               	1	REV 2:20
lougei              	14
lougeke             	1	1PE 1:14
lougelive           	12
lougelu             	2
lougena             	1	REV 2:28
lougesi             	1	MRK 1:27
lougeto             	5
lougevale           	1	JAS 3:2
lougeve             	3
loui                	2666
Loui                	25
LOUI                	1	REV 2:8
LOUi                	1	REV 2:9
louiata             	1	MRK 5:20
louiavoe            	21
Louiavoe            	1	MRK 15:28
louida              	1	REV 2:24
louie               	1	MRK 8:38
louige              	1	ACT 26:1
louigei             	1	LUK 7:49
louii               	1	MRK 2:21
louike              	1	MRK 7:10
louila              	2
louilive            	1	HEB 3:13
louio               	1	REV 22:10
Louioleveo          	1	REV 18:18
louisolilu          	1	1CO 5:10
louito              	89
LOUITO              	1	REV 2:9
louive              	46
louivei             	1	LUK 1:2
louivole            	1	MAT 15:9
loula               	7
loulaea             	1	2TH 1:4
loulielu            	1	2CO 11:28
loulive             	16
loulivelu           	34
loulogo             	1	MRK 15:20
loulou              	1	REV 2:7
loulu               	152
louluaga            	7
loululivelugau      	1	1CO 1:17
loumu               	1	2TI 1:17
lounavoe            	1	REV 2:20
louse               	1	REV 6:12
lousege             	47
louteto             	1	ROM 4:2
louto               	4
louui               	1	MAT 4:23
louva               	106
louvaga             	7
louvale             	72
louvaleke           	1	MRK 3:28
louvalelu           	2
louve               	10
louveve             	7
lov                 	1	2TH 1:10
lova                	38
LOVA                	2
lovae               	1	ACT 13:27
lovaeavelu          	1	ACT 5:36
lovaeaviva          	1	1CO 3:5
lovaeveale          	1	GAL 2:16
lovaevei            	2
lovaevelu           	7
lovaeviva           	5
lovaevivale         	1	1CO 3:21
lovage              	13
lovagei             	1	LUK 9:23
lovagelive          	1	ROM 12:2
lovai               	229
lovail              	1	HEB 13:10
lovailo             	1	MAT 8:22
lovaitai            	2
lovaitige           	2
lovaitilu           	2
lovaito             	2
lovala              	1	GAL 3:5
lovalage            	1	1JN 2:21
lovalai             	1	GAL 3:2
lovale              	24
LOVALE              	1	REV 2:11
lovaleleu           	1	MAT 27:40
lovalelu            	2
lovalive            	1	COL 2:16
lovalivelu          	8
lovalu              	13
lovaluaga           	8
lovava              	1	1CO 1:12
lovavale            	2
lovave              	10
lovaveve            	2
love                	32
Love                	1	MAT 25:34
lovege              	8
lovegeale           	1	MRK 16:9
lovegege            	2
lovegei             	34
lovegeio            	1	LUK 11:19
lovegelivelu        	1	MRK 6:7
lovegelu            	6
lovegeluaga         	1	MAT 8:31
lovegeva            	9
lovei               	4
lovelivelu          	2
lovelu              	3
lovelugelu          	1	MAT 17:21
loveta              	2
lovetavale          	1	LUK 9:8
lovevale            	1	2TI 3:5
loveve              	1	2TH 2:8
lovi                	446
Lovi                	9
lovia               	4
loviabe             	2
loviabele           	1	1TI 1:1
loviai              	11
Loviai              	1	2TI 2:6
loviale             	4
lovialivelu         	5
lovialu             	2
lovialuaga          	1	REV 6:6
loviasege           	1	1CO 9:9
loviava             	1	1TI 5:21
loviavale           	9
loviavoe            	1	MAT 24:32
lovibe              	5
lovibeu             	1	LUK 11:6
lovie               	2
loviebeu            	1	MAT 15:34
lovike              	3
lovikeu             	1	1CO 10:28
lovila              	10
lovile              	14
lovilu              	4
lovisi              	1	MRK 7:33
lovita              	10
lovitae             	1	MAT 4:2
lovite              	7
loviu               	49
loviule             	1	MAT 24:7
loviva              	2
lovivale            	1	ROM 3:27
lovive              	22
loviveu             	1	2TI 4:18
lovo                	12
lovoale             	3
lovoe               	1	JHN 6:62
lovoeabe            	1	HEB 7:23
lovoeabele          	3
lovoge              	1	JHN 19:42
lovogei             	1	LUK 19:21
lovoi               	12
lovole              	9
lovolu              	2
lovote              	1	MAT 9:3
lovovai             	1	MAT 2:22
lovovale            	1	1CO 9:10
lovove              	4
lovovekele          	1	MRK 4:21
lovovele            	5
lovu                	1	JHN 4:35
lovuvu              	1	ACT 1:14
lu                  	36
luaga               	14
luale               	2
luau                	2
Lubeni              	1	REV 7:5
lufasi              	1	MRK 15:21
luga                	3
lugaga              	1	1TI 2:1
lugau               	2
luge                	1	ACT 6:12
lui                 	3
luige               	1	REV 6:13
luisege             	1	MAT 13:2
luita               	1	ROM 5:1
luito               	1	MAT 24:29
Lukau               	1	COL 4:14
Luku                	2
luleale             	1	REV 13:18
lulealu             	1	JHN 9:29
lulele              	167
Lulele              	2
lulele-le           	1	MAT 23:17
lulelea             	1	MRK 13:14
luleleabe           	3
luleleabeu          	1	ROM 1:21
luleleaevelu        	2
luleleage           	4
luleleagei          	1	1CO 14:19
luleleai            	45
luleleaito          	1	HEB 10:26
luleleale           	7
lulelealivelu       	3
lulelealu           	13
lulelealuaga        	2
luleleatilu         	2
luleleava           	1	ACT 8:31
luleleave           	12
luleleavelu         	2
lulelega            	1	2CO 11:6
luleleige           	81
luleleivale         	2
lulelela            	2
lulelele            	12
lulelelete          	1	EPH 5:15
lulelelte           	1	1CO 13:2
lulelesite          	1	ROM 16:18
lulelete            	34
Lulelete            	1	MAT 25:8
luleletea           	3
luleletele          	3
luleleteu           	2
luleleteuvulelovoi  	1	MAT 7:25
luleletige          	1	1CO 2:12
luleletigei         	1	LUK 1:17
luleletilu          	1	EPH 1:3
luleleu             	3
Luleleu             	1	1CO 14:6
luleleve            	5
luleleveave         	1	MAT 15:10
lulelevela          	1	2PE 1:8
lulelevele          	5
lulelevetau         	1	1CO 1:24
luleleveu           	1	LUK 2:52
luleleveule         	1	COL 1:10
lulelevevage        	1	MRK 4:25
lulelevole          	1	MAT 2:18
lulive              	1	MAT 5:34
lulu                	4
Luluai              	1	MAT 24:29
luluai              	3
luluale             	4
Luluale             	1	REV 14:2
lulualu             	4
luluiva             	1	REV 3:20
lulukele            	1	2TI 1:9
lululeige           	1	REV 17:6
luluve              	2
luoui               	1	MAT 26:44
Lusiasi             	1	ROM 16:21
Lusiesi             	1	ACT 13:1
luta                	85
Luta                	3
LUTA                	1	REV 2:8
luti                	2
lutiabe             	3
lutibaile           	1	2PE 1:19
Lutikasi            	1	ACT 20:9
lutiu               	27
Lutiu               	1	MAT 15:19
lutive              	4
luu                 	2
Luu                 	1	MRK 6:31
luva                	1	2CO 12:17
Luvisa              	1	ROM 16:13
luvita              	114
luvitaga            	1	ROM 14:8
luvu                	2
lve                 	1	REV 22:17
lvlve               	1	EPH 3:21
lvoleu              	1	MAT 11:11
ma                  	13
maa                 	3
mabata              	3
mabatake            	1	TIT 2:3
mabisi              	1	2TH 3:5
madileni            	1	LUK 6:44
madoea              	9
Madoea              	2
madoeala            	2
Maekolo             	3
maekolo             	1	REV 12:7
maela               	1	JHN 11:2
maele               	2
maelosi             	1	REV 21:16
Magadoni            	1	MAT 15:39
magei               	1	LUK 20:46
Magidaleni          	4
Magidalini          	5
Magidilini          	1	MAT 27:56
Magidonia           	18
Magidoniae          	2
magogi              	1	REV 20:8
magu                	4
Maheliolo           	2
mahogo              	3
mahogova            	5
mahogovage          	5
mahogovai           	13
mahogovaiuale       	1	MAT 13:35
mahogovale          	15
mahogovaleu         	2
mahogovali          	1	2TI 2:13
mahogovalive        	2
mahogovalivelu      	1	2CO 4:3
mahogovalu          	9
mahoho              	16
Mahoho              	1	MAT 25:2
mahohoea            	2
mahohoeabe          	1	JHN 11:3
maholige            	1	REV 13:3
maholilu            	1	LUK 22:51
mai                 	6
maila               	1	JHN 19:39
Maila               	1	ACT 27:5
maililau            	1	JHN 11:51
maina               	9
mainai              	3
mainave             	2
maka                	5
Maka                	5
makae               	1	JHN 15:16
makaevege           	2
makage              	21
makageale           	4
makagealela         	1	REV 3:9
makagege            	1	ACT 13:2
makagei             	8
makageive           	1	GAL 1:13
makagela            	1	1TH 2:4
makagelu            	4
makageve            	1	ACT 6:3
makai               	5
makale              	4
makalela            	1	LUK 9:35
makalu              	4
Makata              	2
Makau               	2
maketi              	6
maketiai            	2
maketiava           	2
maketiavale         	2
maketiave           	1	LUK 19:45
maketie             	2
maketila            	4
maku                	4
makualu             	1	PHM 1:9
malaa               	2
malaha              	316
Malaha              	28
malahabe            	1	LUK 1:34
malahae             	1	1CO 6:9
Malahaea            	4
malahaea            	17
malahaeale          	1	ROM 1:27
malahaealegau       	1	1CO 11:8
malahaeali          	4
malahake            	1	1JN 4:3
malahakea           	1	ACT 4:13
malahala            	4
malahalai           	1	1CO 11:7
malahale            	17
Malahale            	2
malahaleketi        	1	MAT 9:23
malahaleu           	1	LUK 23:25
malahalugau         	1	1CO 11:9
malahata            	2
malahate            	1	GAL 4:27
malahati            	2
malahau             	3
malahave            	3
malahaveta          	1	HEB 11:11
malahaveu           	1	1CO 7:12
malalia             	1	MAT 8:14
male                	2
malha               	1	LUK 4:33
mali                	3
maliava             	1	JHN 20:11
malige              	1	ACT 3:4
maligei             	7
maligeva            	1	ACT 7:10
maligevale          	1	1CO 12:28
maligeve            	4
maliha              	2
malihage            	2
malihai             	19
malihaloho          	1	MRK 14:67
malihasege          	1	ACT 1:9
malihava            	2
malihave            	1	JHN 1:29
malihe              	1	1TH 5:14
malihei             	5
maliheloho          	1	MAT 19:26
malo                	1	2TI 2:23
Malokasi            	3
malomalo            	29
Malomalo            	2
malomaloa           	2
malomaloaevelu      	4
malomaloage         	5
malomaloagelive     	2
malomaloai          	11
malomaloalive       	4
malomaloalivelu     	3
malomaloaloalelu    	1	MAT 13:13
malomaloalu         	24
malomaloava         	2
malomaloilage       	1	ACT 3:17
malomaloivalela     	1	JAS 1:8
malomalole          	5
malomalolu          	2
malomalota          	1	MRK 16:14
malomalote          	4
malomalotea         	1	MAT 25:2
malomalotelakeu     	1	MAT 7:26
malomalotelu        	1	2CO 11:16
malomalou           	1	1CO 3:19
Mam                 	1	JHN 1:18
mam                 	2
Mama                	66
MAMA                	11
mama                	211
mamaa               	1	REV 3:5
Mamaau              	1	MAT 11:25
MamaDilava          	1	2CO 1:2
mamae               	1	JHN 1:13
mamaevelu           	1	ACT 5:17
mamai               	1	ACT 13:45
mamaive             	1	GAL 1:14
mamake              	1	MRK 10:18
mamala              	84
Mamala              	3
mamalau             	1	JHN 14:9
mamalu              	3
mamata              	16
Mamata              	1	MRK 7:10
mamataga            	2
mamatalu            	1	MRK 7:12
mamataluagau        	1	JHN 14:21
mamatalugau         	1	JHN 15:23
mamateule           	1	MAT 6:14
mamati              	11
mamau               	73
MAMAU               	2
Mamau               	15
mamaule             	8
Mamaule             	1	LUK 12:53
Mamavai             	1	MAT 11:27
mamave              	26
Mamave              	3
mamavela            	3
mamaveta            	7
mamavetagau         	1	1JN 2:23
mamavetale          	1	COL 3:3
mamaveu             	23
Mamaveu             	4
mamaveule           	2
mamei               	1	REV 3:11
mami                	4
mamiai              	1	HEB 1:11
mamive              	11
mamiveta            	3
mamivetaba          	1	MRK 2:21
mamoe               	100
Mamoe               	4
mamoea              	9
mamoeale            	3
mamoelai            	2
mamoele             	3
mamoeleu            	1	REV 6:5
mamoeta             	1	HEB 11:37
mamoeti             	1	REV 21:22
mamoeu              	5
mamoeve             	2
mamoevea            	1	JHN 10:4
mamoeveta           	1	REV 7:9
mamoeveu            	1	MAT 18:12
mamu                	2
mamuvu              	3
mamuvui             	1	COL 3:21
mamuvuia            	7
mamuvuiabe          	1	LUK 1:17
mamuvuiala          	1	MAT 23:31
mamuvulai           	2
mana                	34
Mana                	5
Manasa              	3
Manieni             	1	ACT 13:1
manu                	5
maoka               	1	REV 16:13
maolove             	1	ROM 9:30
masi                	1	2TI 4:20
Masidonia           	4
MASIDONIA           	1	PHP 4:15
Masidoniae          	1	1TI 1:3
masini              	1	REV 14:19
Masiniu             	1	REV 18:22
masitedi            	4
Masitedi            	2
masiva              	4
masivalu            	1	MAT 18:7
Mata                	5
mata                	1	REV 21:11
Mataeasi            	2
mataki              	3
matakila            	1	MRK 14:52
Matani              	2
Matata              	2
Matataiasi          	4
Matati              	4
Matau               	8
matelesi            	3
mati                	1	2TI 1:8
matia               	2
matiabe             	1	HEB 11:16
matiaeveva          	1	ROM 6:21
matiage             	2
matiai              	10
matiaive            	1	LUK 9:26
matialilu           	1	PHP 2:16
matialive           	1	2TI 2:15
matialivelu         	7
matialu             	3
matiava             	1	1TI 3:7
matiavale           	2
matiave             	1	2CO 9:4
matiavei            	3
matiavelu           	1	LUK 13:17
matie               	4
Matikeu             	1	2TI 1:12
matita              	1	LUK 14:9
matite              	1	MAT 22:6
Matitela            	1	GAL 6:3
matitigei           	1	LUK 9:26
matitisi            	1	EPH 2:11
Matiu               	9
matiu               	1	JUD 1:13
mau                 	5
maua                	7
Maua                	1	REV 11:19
Mauiabe             	1	MAT 13:48
maule               	1	REV 12:11
mauli               	130
maulia              	2
mauliabelu          	1	JHN 4:22
mauliai             	3
mauliale            	1	JHN 5:13
mauliasege          	1	JHN 7:23
mauliava            	1	JHN 4:47
mauliavai           	2
mauliavale          	1	JHN 5:11
mauliavalivelu      	1	LUK 23:35
mauliavalu          	1	PHP 2:27
mauliave            	2
mauliavelu          	1	LUK 1:68
maulike             	2
maulila             	1	COL 3:19
maulile             	1	EPH 6:3
maulilu             	1	LUK 19:48
mauliluga           	1	ACT 20:31
maulindiu           	1	REV 2:7
maulite             	1	JHN 10:12
maulitelu           	2
mauliu              	6
maveu               	1	MAT 13:9
mavi                	1	1TI 3:7
maviti              	1	MAT 27:5
Meati               	2
meba                	1	LUK 23:50
Media               	1	ACT 2:9
medikoloea          	1	LUK 5:31
medula              	1	REV 5:6
meelitava           	1	ROM 3:3
Megidalini          	1	MAT 27:61
mei                 	1	MRK 15:1
Mei                 	1	JHN 11:20
meiai               	1	REV 13:12
meiale              	3
meialelivelu        	2
meialeme            	4
meialemeale         	6
meialemealeke       	1	MAT 22:28
meialemealelu       	1	MRK 12:23
meialemege          	6
meialemei           	44
Meialemei           	1	ACT 21:35
meialemeito         	2
meialemelivelu      	3
meialemelu          	11
meialemesege        	1	1CO 7:3
meialemi            	1	ACT 9:8
meialesege          	1	MAT 24:39
meilemei            	1	LUK 15:28
meiltievei          	1	1JN 3:20
mekimekiava         	1	1JN 3:14
Mekiuliasi          	1	ACT 14:12
Melea               	2
melegi              	4
melegile            	4
melegita            	5
melen               	1	MAT 25:35
Meli                	43
meli                	23
melia               	13
meliaa              	1	2TI 4:2
meliabe             	1	1CO 15:43
meliaevelivelu      	1	LUK 13:24
meliaevelu          	1	ACT 16:5
meliage             	4
meliageve           	3
meliai              	236
MELIAi              	1	REV 2:11
meliailivelu        	1	HEB 10:35
meliaito            	1	HEB 12:4
meliale             	5
Melialemei          	1	MAT 1:18
melialivelu         	6
melialogo           	1	PHP 3:14
melialoho           	2
melialu             	7
melialuaga          	4
meliasege           	1	1CO 4:10
meliatavai          	1	2TI 4:5
meliava             	5
meliavale           	7
meliave             	8
meliavelu           	2
melie               	21
melievelu           	1	2CO 7:6
melige              	1	ROM 1:11
melihamai           	6
Meliki              	4
melile              	1	ROM 11:23
melilega            	2
Melilu              	1	LUK 10:40
Melimagadaleni      	1	MRK 16:9
melita              	2
Melita              	1	ACT 28:1
melitava            	3
melitavaevelu       	1	1TH 2:9
melitavage          	2
melitavai           	52
melitavaive         	1	TIT 2:15
melitavale          	3
melitavalu          	1	1TH 1:7
melitavaluaga       	2
melitavave          	2
melite              	35
melite-atabeuba     	1	REV 13:4
melitea             	1	1PE 3:7
meliteta            	1	MRK 5:4
Meliti              	1	MAT 2:11
melitialelu         	1	1CO 10:13
melitievege         	10
melitievei          	3
melitievelivelu     	1	TIT 3:9
melitievelogo       	1	ACT 20:1
melitieveloho       	1	ACT 20:2
melitieveva         	1	2CO 10:8
melitige            	15
melitigei           	20
Melitigei           	1	ACT 18:28
melitigelogo        	1	ACT 16:40
melitigelu          	1	ACT 18:23
melitigeva          	1	EPH 4:6
melitigevale        	2
melitigeve          	1	2JN 1:6
melitigevelive      	1	JAS 4:6
melitilivelu        	2
melitilu            	4
melitiluaga         	1	HEB 10:24
melitisi            	5
melitiva            	1	2CO 4:16
melitivaga          	1	PHP 1:6
melitivale          	1	JAS 4:6
meliu               	5
Meliu               	16
meliveu             	1	HEB 4:12
melo                	1	2CO 11:23
Melosedeki          	14
Melosedekiu         	8
melove              	2
melu                	1	ROM 1:27
memela              	1	JHN 6:49
memelo              	7
memeloabea          	1	LUK 22:45
memeloeabe          	1	ACT 12:19
memeloeabea         	1	LUK 20:21
memeloeabeta        	1	ACT 12:17
memeloeale          	2
memelovea           	1	LUK 22:39
memi                	1	2TI 2:18
memia               	1	ROM 11:9
memila              	446
Memila              	76
MEMILA              	1	REV 2:8
memilaga            	3
memilagau           	2
Memilagau           	1	ROM 4:10
memilai             	1	MRK 6:33
memile              	1	JUD 1:14
memlo               	1	LUK 22:35
Mena                	2
menaka              	1	MAT 12:38
Mesaea              	1	JHN 1:41
mesege              	1	MAT 24:39
mesia               	26
Mesia               	2
mesiala             	2
Mesobotamia         	1	ACT 2:9
Mesobotiae          	1	ACT 7:2
mesulu              	3
Metetelia           	1	ACT 27:27
Metusela            	2
mi                  	2
Midienila           	1	ACT 7:29
miga                	1	2TI 2:15
migigi              	1	EPH 6:16
mii                 	1	LUK 13:32
mikisia             	1	REV 2:27
mikisiai            	1	LUK 22:6
miles               	2
Miletusi            	1	2TI 4:20
mili                	4
milialu             	1	PHP 3:7
milile              	1	ACT 21:5
milioni             	1	REV 9:16
Militasi            	2
milusitoni          	1	MAT 18:6
mina                	4
minae               	3
minaea              	1	HEB 2:12
minaeabe            	4
minaeabele          	4
minaebekele         	1	MRK 14:60
minaebele           	2
minala              	2
minale              	59
minalega            	1	1TH 2:10
mineabe             	1	LUK 9:38
mineabele           	1	ACT 27:21
miniti              	1	REV 8:1
minve               	1	MAT 25:16
misi                	15
Misia               	1	ACT 16:8
misiabe             	1	REV 19:18
misila              	4
Misinali            	1	2CO 7:7
misinali            	1	PHP 4:17
misinalia           	1	1PE 1:25
misinaliu           	1	ACT 20:38
misini              	1	LUK 15:8
misinile            	1	MAT 24:41
misita              	1	MAT 23:5
misiu               	1	LUK 24:39
misive              	1	REV 17:16
misoai              	1	MAT 27:35
mitas               	1	JHN 2:6
mitasi              	1	JHN 6:19
Mitilenie           	1	ACT 20:14
mitiniai            	1	JHN 11:47
miusiki             	1	MAT 9:23
mnilu               	1	LUK 16:3
moaega              	1	MAT 9:36
moea                	1	EPH 6:12
moeaaga             	1	LUK 5:4
moeaga              	407
moeaga-ni           	1	REV 9:3
moeagaaule          	1	MAT 17:15
moeagae             	9
moeagaea            	197
MOEAGAEA            	1	REV 2:9
moeagaeabe          	1	REV 7:4
Moeagaeabeu         	1	REV 20:8
moeagaeake          	2
moeagaeala          	1	ACT 18:10
moeagaeale          	16
moeagaeali          	1	HEB 12:22
moeagaele           	1	1TI 2:9
moeagage            	4
moeagagei           	2
moeagagelive        	3
moeagai             	11
moeagaito           	1	MAT 10:37
moeagala            	1	LUK 12:21
moeagalau           	1	JHN 11:47
moeagale            	26
moeagaletai         	1	2CO 2:14
moeagalive          	10
moeagalivelu        	3
moeagalu            	3
moeagaluaga         	2
moeagamoeaga        	1	MAT 10:1
moeagamoeagate      	1	REV 5:8
moeagata            	8
moeagataeala        	1	ROM 4:23
moeagate            	41
moeagatea           	3
moeagau             	24
moeagaule           	1	2PE 2:2
moeagava            	4
moeagavale          	4
moeage              	3
moealuaga           	1	MAT 6:27
moegatatea          	1	REV 6:15
moegau              	1	2TI 2:20
moguai              	1	MAT 23:38
mohoea              	1	LUK 12:35
mohoho              	48
Mohoho              	3
mohohoali           	1	LUK 6:1
mohohoea            	14
Mohohoeabe          	1	LUK 12:37
mohohoeabe          	1	ROM 6:18
mohohoeabea         	6
mohohoeabeale       	1	LUK 22:27
mohohoeabeta        	3
mohohoeala          	1	JHN 8:9
mohohoeali          	5
mohohoke            	1	LUK 14:17
mohoholai           	3
mohohole            	1	LUK 9:15
mohoholea           	1	LUK 6:1
mohoholola          	1	2CO 11:23
mohohota            	2
mohohove            	3
mohohovea           	1	1CO 11:25
moi                 	1	LUK 19:23
moia                	1	LUK 7:14
MOLAGAEA            	1	REV 2:9
moles               	1	MAT 5:41
molokoike           	1	ACT 7:43
molote              	1	MAT 6:29
molu                	1	REV 19:14
moma                	1	2TH 3:13
